Sample Name,Target Name,Task,CT
PB2_low_input,WSN_PB2,UNKNOWN,12.837802
PB2_low_input,WSN_PB2,UNKNOWN,13.350888
PB2_low_input,WSN_PB2,UNKNOWN,12.836649
PB2_low_input,vtRNA1-1,UNKNOWN,24.194498
PB2_low_input,vtRNA1-1,UNKNOWN,24.301647
PB2_low_input,vtRNA1-1,UNKNOWN,23.751291
PB2_low_input,RNY4,UNKNOWN,24.792475
PB2_low_input,RNY4,UNKNOWN,24.821466
PB2_low_input,RNY4,UNKNOWN,24.443975
PB2_low_input,DUSP11,UNKNOWN,30.166004
PB2_low_input,DUSP11,UNKNOWN,28.448519
PB2_low_input,DUSP11,UNKNOWN,29.575146
PB2_low_enrich,RNA18S1,UNKNOWN,6.365282
PB2_low_enrich,RNA18S1,UNKNOWN,6.4224753
PB2_low_enrich,RNA18S1,UNKNOWN,6.7517886
PB2_low_enrich,WSN_PB2,UNKNOWN,10.389087
PB2_low_enrich,WSN_PB2,UNKNOWN,11.821069
PB2_low_enrich,WSN_PB2,UNKNOWN,10.155861
PB2_low_enrich,vtRNA1-1,UNKNOWN,21.465494
PB2_low_enrich,vtRNA1-1,UNKNOWN,21.089682
PB2_low_enrich,vtRNA1-1,UNKNOWN,21.181572
PB2_low_enrich,RNY4,UNKNOWN,22.272617
PB2_low_enrich,RNY4,UNKNOWN,22.31098
PB2_low_enrich,RNY4,UNKNOWN,22.105001
PB2_low_enrich,DUSP11,UNKNOWN,26.552595
PB2_low_enrich,DUSP11,UNKNOWN,26.658236
PB2_low_enrich,DUSP11,UNKNOWN,26.435297
PB2_high_input,RNA18S1,UNKNOWN,8.943793
PB2_high_input,RNA18S1,UNKNOWN,9.133386
PB2_high_input,RNA18S1,UNKNOWN,9.751579
PB2_high_input,WSN_PB2,UNKNOWN,13.299294
PB2_high_input,WSN_PB2,UNKNOWN,13.694729
PB2_high_input,WSN_PB2,UNKNOWN,12.963533
PB2_high_input,vtRNA1-1,UNKNOWN,23.930733
PB2_high_input,vtRNA1-1,UNKNOWN,24.075672
PB2_high_input,vtRNA1-1,UNKNOWN,24.154526
PB2_high_input,RNY4,UNKNOWN,24.67534
PB2_high_input,RNY4,UNKNOWN,24.737331
PB2_high_input,RNY4,UNKNOWN,24.581362
PB2_high_input,DUSP11,UNKNOWN,29.825777
PB2_high_input,DUSP11,UNKNOWN,29.490917
PB2_high_input,DUSP11,UNKNOWN,30.15158
PB2_high_enrich,RNA18S1,UNKNOWN,6.6515145
PB2_high_enrich,RNA18S1,UNKNOWN,6.463456
PB2_high_enrich,RNA18S1,UNKNOWN,7.156413
PB2_high_enrich,WSN_PB2,UNKNOWN,10.15815
PB2_high_enrich,WSN_PB2,UNKNOWN,10.481721
PB2_high_enrich,WSN_PB2,UNKNOWN,10.857825
PB2_high_enrich,vtRNA1-1,UNKNOWN,21.852274
PB2_high_enrich,vtRNA1-1,UNKNOWN,21.447014
PB2_high_enrich,vtRNA1-1,UNKNOWN,21.806513
PB2_high_enrich,RNY4,UNKNOWN,22.337904
PB2_high_enrich,RNY4,UNKNOWN,22.741896
PB2_high_enrich,RNY4,UNKNOWN,22.609945
PB2_high_enrich,DUSP11,UNKNOWN,26.641102
PB2_high_enrich,DUSP11,UNKNOWN,26.7483
PB2_high_enrich,DUSP11,UNKNOWN,26.969107
